code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178391;CJK UNIFIED IDEOGRAPH-2B8D7;Lo;0;L;;;;;N;;;;;
178392;CJK UNIFIED IDEOGRAPH-2B8D8;Lo;0;L;;;;;N;;;;;
178393;CJK UNIFIED IDEOGRAPH-2B8D9;Lo;0;L;;;;;N;;;;;
178394;CJK UNIFIED IDEOGRAPH-2B8DA;Lo;0;L;;;;;N;;;;;
178395;CJK UNIFIED IDEOGRAPH-2B8DB;Lo;0;L;;;;;N;;;;;
178396;CJK UNIFIED IDEOGRAPH-2B8DC;Lo;0;L;;;;;N;;;;;
178397;CJK UNIFIED IDEOGRAPH-2B8DD;Lo;0;L;;;;;N;;;;;
178398;CJK UNIFIED IDEOGRAPH-2B8DE;Lo;0;L;;;;;N;;;;;
178399;CJK UNIFIED IDEOGRAPH-2B8DF;Lo;0;L;;;;;N;;;;;
178400;CJK UNIFIED IDEOGRAPH-2B8E0;Lo;0;L;;;;;N;;;;;
178401;CJK UNIFIED IDEOGRAPH-2B8E1;Lo;0;L;;;;;N;;;;;
178402;CJK UNIFIED IDEOGRAPH-2B8E2;Lo;0;L;;;;;N;;;;;
178403;CJK UNIFIED IDEOGRAPH-2B8E3;Lo;0;L;;;;;N;;;;;
178404;CJK UNIFIED IDEOGRAPH-2B8E4;Lo;0;L;;;;;N;;;;;
178405;CJK UNIFIED IDEOGRAPH-2B8E5;Lo;0;L;;;;;N;;;;;
178406;CJK UNIFIED IDEOGRAPH-2B8E6;Lo;0;L;;;;;N;;;;;
178407;CJK UNIFIED IDEOGRAPH-2B8E7;Lo;0;L;;;;;N;;;;;
178408;CJK UNIFIED IDEOGRAPH-2B8E8;Lo;0;L;;;;;N;;;;;
178409;CJK UNIFIED IDEOGRAPH-2B8E9;Lo;0;L;;;;;N;;;;;
178410;CJK UNIFIED IDEOGRAPH-2B8EA;Lo;0;L;;;;;N;;;;;
178411;CJK UNIFIED IDEOGRAPH-2B8EB;Lo;0;L;;;;;N;;;;;
178412;CJK UNIFIED IDEOGRAPH-2B8EC;Lo;0;L;;;;;N;;;;;
178413;CJK UNIFIED IDEOGRAPH-2B8ED;Lo;0;L;;;;;N;;;;;
178414;CJK UNIFIED IDEOGRAPH-2B8EE;Lo;0;L;;;;;N;;;;;
178415;CJK UNIFIED IDEOGRAPH-2B8EF;Lo;0;L;;;;;N;;;;;
178416;CJK UNIFIED IDEOGRAPH-2B8F0;Lo;0;L;;;;;N;;;;;
178417;CJK UNIFIED IDEOGRAPH-2B8F1;Lo;0;L;;;;;N;;;;;
178418;CJK UNIFIED IDEOGRAPH-2B8F2;Lo;0;L;;;;;N;;;;;
178419;CJK UNIFIED IDEOGRAPH-2B8F3;Lo;0;L;;;;;N;;;;;
178420;CJK UNIFIED IDEOGRAPH-2B8F4;Lo;0;L;;;;;N;;;;;
178421;CJK UNIFIED IDEOGRAPH-2B8F5;Lo;0;L;;;;;N;;;;;
178422;CJK UNIFIED IDEOGRAPH-2B8F6;Lo;0;L;;;;;N;;;;;
178423;CJK UNIFIED IDEOGRAPH-2B8F7;Lo;0;L;;;;;N;;;;;
178424;CJK UNIFIED IDEOGRAPH-2B8F8;Lo;0;L;;;;;N;;;;;
178425;CJK UNIFIED IDEOGRAPH-2B8F9;Lo;0;L;;;;;N;;;;;
178426;CJK UNIFIED IDEOGRAPH-2B8FA;Lo;0;L;;;;;N;;;;;
178427;CJK UNIFIED IDEOGRAPH-2B8FB;Lo;0;L;;;;;N;;;;;
178428;CJK UNIFIED IDEOGRAPH-2B8FC;Lo;0;L;;;;;N;;;;;
178429;CJK UNIFIED IDEOGRAPH-2B8FD;Lo;0;L;;;;;N;;;;;
178430;CJK UNIFIED IDEOGRAPH-2B8FE;Lo;0;L;;;;;N;;;;;
178431;CJK UNIFIED IDEOGRAPH-2B8FF;Lo;0;L;;;;;N;;;;;
178432;CJK UNIFIED IDEOGRAPH-2B900;Lo;0;L;;;;;N;;;;;
178433;CJK UNIFIED IDEOGRAPH-2B901;Lo;0;L;;;;;N;;;;;
178434;CJK UNIFIED IDEOGRAPH-2B902;Lo;0;L;;;;;N;;;;;
178435;CJK UNIFIED IDEOGRAPH-2B903;Lo;0;L;;;;;N;;;;;
178436;CJK UNIFIED IDEOGRAPH-2B904;Lo;0;L;;;;;N;;;;;
178437;CJK UNIFIED IDEOGRAPH-2B905;Lo;0;L;;;;;N;;;;;
178438;CJK UNIFIED IDEOGRAPH-2B906;Lo;0;L;;;;;N;;;;;
178439;CJK UNIFIED IDEOGRAPH-2B907;Lo;0;L;;;;;N;;;;;
178440;CJK UNIFIED IDEOGRAPH-2B908;Lo;0;L;;;;;N;;;;;
178441;CJK UNIFIED IDEOGRAPH-2B909;Lo;0;L;;;;;N;;;;;
178442;CJK UNIFIED IDEOGRAPH-2B90A;Lo;0;L;;;;;N;;;;;
